endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,decision_price,responses.rt,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,4.1028,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,space,3.9165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,space,2.5139,space,0.4308,NAN,,NAN,0,6,,0,0,0,0,1,1,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_22.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.178,NAN,,NAN,0,6,,0,1,1,1,1,2,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_1.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.0203,NAN,,NAN,0,6,,0,2,2,2,1,3,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_12.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.2679,NAN,,NAN,0,6,,0,3,3,3,1,4,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_6.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,1,,,,,,space,0.1438,space,0.2543,,0,0,0,0,1,Take my dog for a walk on cooler days,Play my favorite games with my close friends,0.01,0.01,4.4,1,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,1,1,1,1,On drunk nights with my friends going to get food,Research and learn about global issues,0.02,0.01,8.8,0,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,0,2,2,2,1,Do the dishes after cooking my favorite meals,Watch funny tiktoks with my friends while we are hanging out,0.03,0.01,3.3,1,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,0,3,3,3,1,Play my favorite games with my close friends,Research and learn about global issues,0.04,0.01,1.1,0,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,0,4,4,4,1,Go on road trips to new places with my best friend,Walk in the park,0.05,0.01,1.1,0,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,NAN,,NAN,0,6,,0,4,4,4,1,5,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_17.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.0249,NAN,,NAN,0,6,,0,5,5,5,1,6,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_15.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,7.9733,NAN,,NAN,0,6,,0,6,6,6,1,7,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_14.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,1.6186,NAN,,NAN,0,6,,0,7,7,7,1,8,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_9.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.1696,NAN,,NAN,0,6,,0,8,8,8,1,9,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_4.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,6,,,,,,space,13.0411,space,6.9012,1,0,0,0,0,1,Talk with my co workers about new changes at work,Listen to music and relaxing,0.01,0.02,3.3,0,,0.01,2.6574,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,7,,,,,,,,,,1,0,1,1,1,1,Talk with my co workers about new changes at work,Go to the gym,0.02,0.02,1.1,0,,0.02,2.7027,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,8,,,,,,,,,,2,0,2,2,2,1,On drunk nights with my friends going to get food,Go to the gym,0.03,0.02,1.1,0,,0.02,2.4518,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,9,,,,,,,,,,2,0,3,3,3,1,Brainstorm ideas with my friends to make funny tiktoks,Practice classical songs on my piano,0.04,0.02,4.4,0,,0.02,4.0841,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,10,,,,,,,,,,2,0,4,4,4,1,Cook food and enjoy podcasts,Suggest policy changes at work with my managers,0.05,0.02,1.1,1,,0.02,2.9084,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,NAN,,NAN,0.09,5.91,,0,9,9,9,1,10,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_2.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.8949,NAN,,NAN,0.09,5.91,,0,10,10,10,1,11,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_3.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,2.0835,NAN,,NAN,0.09,5.91,,0,11,11,11,1,12,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_11.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.8063,NAN,,NAN,0.09,5.91,,0,12,12,12,1,13,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_25.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.8269,NAN,,NAN,0.09,5.91,,0,13,13,13,1,14,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_16.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,11,,,,,,space,5.9911,space,1.3261,1,0,0,0,0,1,Wash my car on a sunny day,Play my favorite games with my close friends,0.01,0.03,3.3,1,,0.01,2.6184,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,12,,,,,,,,,,2,0,1,1,1,1,Cook food and enjoy podcasts,Watch funny tiktoks with my friends while we are hanging out,0.02,0.03,4.4,1,,0.03,3.3643,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,13,,,,,,,,,,2,0,2,2,2,1,Practice classical songs on my piano,Talk with my co workers about new changes at work,0.03,0.03,1.1,1,,0.03,2.9698,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,14,,,,,,,,,,1,0,3,3,3,1,Do the dishes after cooking my favorite meals,Play my favorite games with my close friends,0.04,0.03,3.3,1,,0.04,3.6774,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,15,,,,,,,,,,1,0,4,4,4,1,Talk with my co workers about new changes at work,Walk in the park,0.05,0.03,4.4,0,,0.05,2.2683,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,NAN,,NAN,0.25,5.75,,0,14,14,14,1,15,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_18.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.7073,NAN,,NAN,0.25,5.75,,0,15,15,15,1,16,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_13.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.7088,NAN,,NAN,0.25,5.75,,0,16,16,16,1,17,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_19.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.0353,NAN,,NAN,0.25,5.75,,0,17,17,17,1,18,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_23.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.7772,NAN,,NAN,0.25,5.75,,0,18,18,18,1,19,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_21.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,16,,,,,,space,2.9628,space,1.0501,2,0,0,0,0,1,Wash my car on a sunny day,Go live on twitch with my friend,0.01,0.04,1.1,1,,0.04,2.5379,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,17,,,,,,,,,,1,0,1,1,1,1,Talk with my co workers about new changes at work,Practice coffee art in the morning,0.02,0.04,8.8,0,,0.02,1.7775,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,18,,,,,,,,,,2,0,2,2,2,1,Listen to music and relaxing,Go on road trips to new places with my best friend,0.03,0.04,3.3,1,,0.04,3.6118,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,19,,,,,,,,,,2,0,3,3,3,1,Listen to music and relaxing,Go live on twitch with my friend,0.04,0.04,3.3,1,,0.04,2.0282,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,20,,,,,,,,,,2,0,4,4,4,1,Play my favorite games with my close friends,Walk in the park,0.05,0.04,1.1,0,,0.04,2.1609,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,NAN,,NAN,0.43,5.57,,0,19,19,19,1,20,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_10.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,1.2588,NAN,,NAN,0.43,5.57,,0,20,20,20,1,21,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_7.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.6155,NAN,,NAN,0.43,5.57,,0,21,21,21,1,22,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_8.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,0.6277,NAN,,NAN,0.43,5.57,,0,22,22,22,1,23,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_5.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,space,2.5566,NAN,,NAN,0.43,5.57,,0,23,23,23,1,24,Sam,Rej,Participant_Images/5f247332e02337051dc208aa/5f247332e02337051dc208aa_Images/5f247332e02337051dc208aa_Image_20.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,21,,,,,,space,0.6637,space,1.25,1,0,0,0,0,1,Walk in the park,Go on a starbucks run on lunch break with my friends,0.01,0.05,8.8,1,,0.01,3.1508,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,22,,,,,,,,,,1,0,1,1,1,1,Suggest policy changes at work with my managers,Walk in the park,0.02,0.05,4.4,0,,0.02,1.6028,,,
,,5f247332e02337051dc208aa,6685aa9113c938e83b4f1ea0,6723b54d8b0d1dc4b39513d7,2024-10-31_11h50.48.295,WTP_SM_Choice,2022.2.1,Win32,101.010101,,,,,,,,,,,,,,,,,,23,,,,,,,,,,1,0,2,2,2,1,On drunk nights with my friends going to get food,Take my dog for a walk on cooler days,0.03,0.05,1.1,0,,0.03,1.4694,,,
