endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt,social_left
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.6361,NAN,,NAN,1.89,4.11,,0,67,67,67,1,68,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_6.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.7641,NAN,,NAN,1.89,4.11,,0,68,68,68,1,69,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_14.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,66,,,,,,space,1.5087,space,0.4769,0.04,2,3.271,0,0,0,0,1,Ride an electric scooter by myself and listening to music,Play basketball with this one friend on Fridays,0.01,0.04,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,67,,,,,,,,,,0.04,2,4.0279,0,1,1,1,1,Edit videos using Premiere Pro,Walk around town and beyond for the entire da  talking about anything and eating anything with friends,0.02,0.04,8.8,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,68,,,,,,,,,,0.04,2,2.3921,0,2,2,2,1,Edit videos using Premiere Pro,Watch hockey with my friend,0.03,0.04,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,69,,,,,,,,,,0.04,2,4.1864,0,3,3,3,1,Edit videos using Premiere Pro,Talk to each other about future business ventures and moves for the rest of the day.,0.04,0.04,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,70,,,,,,,,,,0.05,1,4.8074,0,4,4,4,1,Listen to any type of music out there,Watch hockey with my friend,0.05,0.04,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,2.1,3.9,,0,69,69,69,1,70,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_19.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.6954,NAN,,NAN,2.1,3.9,,0,70,70,70,1,71,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_20.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.635,NAN,,NAN,2.1,3.9,,0,71,71,71,1,72,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_5.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.3053,NAN,,NAN,2.1,3.9,,0,72,72,72,1,73,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_21.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.7169,NAN,,NAN,2.1,3.9,,0,73,73,73,1,74,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_24.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,71,,,,,,space,1.1867,space,0.4358,0.05,2,1.2019,0,0,0,0,1,Draw,Go to the movies biweekly ,0.01,0.05,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,72,,,,,,,,,,0.02,1,4.995,0,1,1,1,1,Ride an electric scooter by myself and listening to music,Play video games with my friends,0.02,0.05,8.8,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,73,,,,,,,,,,0.05,2,2.432,0,2,2,2,1,Listen to any type of music out there,Send memes to start a conversation,0.03,0.05,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,74,,,,,,,,,,0.04,1,4.807,0,3,3,3,1,ride on my skateboard if my electric scooter is not available,Talk to each other about future business ventures and moves for the rest of the day.,0.04,0.05,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,75,,,,,,,,,,0.05,1,5.5698,0,4,4,4,1,ride on my skateboard if my electric scooter is not available,Call my friend and talk about nothing for hours,0.05,0.05,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,2,space,8,2.31,3.69,,0,74,74,74,1,75,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_4.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,space,0.502,5.2918,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,space,13.6912,space,1.8767,NAN,,NAN,2.31,3.69,,0,75,75,75,1,76,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_25.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.9105,NAN,,NAN,2.31,3.69,,0,76,76,76,1,77,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_16.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.1926,NAN,,NAN,2.31,3.69,,0,77,77,77,1,78,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_6.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,3.6067,NAN,,NAN,2.31,3.69,,0,78,78,78,1,79,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_8.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,76,,,,,,space,0.8142,space,0.8126,0.01,1,3.0197,0,0,0,0,1,Read twitter threads and arguments,Edit with my partner and best friend,0.01,0.01,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,0,1,1,1,1,Read twitter threads and arguments,Walk around town and beyond for the entire da  talking about anything and eating anything with friends,0.02,0.01,8.8,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,78,,,,,,,,,,0.01,2,3.7933,0,2,2,2,1,Boot up Twitch and watch of my followed channels,Send memes to start a conversation,0.03,0.01,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,79,,,,,,,,,,0.01,2,5.5209,0,3,3,3,1,Edit videos using Premiere Pro,Call my friend and talk about nothing for hours,0.04,0.01,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,80,,,,,,,,,,0.01,2,8.2787,0,4,4,4,1,Edit videos using Premiere Pro,Play video games with my friends,0.05,0.01,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,2.35,3.65,,0,79,79,79,1,80,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_20.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,6.6658,NAN,,NAN,2.35,3.65,,0,80,80,80,1,81,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_1.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,3.374,NAN,,NAN,2.35,3.65,,0,81,81,81,1,82,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_24.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,6.2324,NAN,,NAN,2.35,3.65,,0,82,82,82,1,83,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_23.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.6775,NAN,,NAN,2.35,3.65,,0,83,83,83,1,84,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_7.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,81,,,,,,space,17.3865,space,12.7564,0.01,1,2.2792,0,0,0,0,1,Listen to any type of music out there,Edit with my partner and best friend,0.01,0.02,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,82,,,,,,,,,,0.02,2,1.6228,0,1,1,1,1,look at art especially manga/anime art,Talk to each other about future business ventures and moves for the rest of the day.,0.02,0.02,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,83,,,,,,,,,,0.02,2,2.6049,0,2,2,2,1,look at art especially manga/anime art,Call my friend and talk about nothing for hours,0.03,0.02,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,84,,,,,,,,,,0.04,1,3.1879,0,3,3,3,1,Boot up Twitch and watch of my followed channels,Play video games with my friends,0.04,0.02,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,85,,,,,,,,,,0.05,1,4.0739,0,4,4,4,1,Boot up Twitch and watch of my followed channels,Watch hockey with my friend,0.05,0.02,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,2.49,3.51,,0,84,84,84,1,85,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_4.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.5869,NAN,,NAN,2.49,3.51,,0,85,85,85,1,86,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_3.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.0201,NAN,,NAN,2.49,3.51,,0,86,86,86,1,87,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_15.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.9587,NAN,,NAN,2.49,3.51,,0,87,87,87,1,88,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_2.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.4214,NAN,,NAN,2.49,3.51,,0,88,88,88,1,89,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_21.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,86,,,,,,space,5.1367,space,4.4818,0.03,2,1.1553,0,0,0,0,1,Draw,Call my friend and talk about nothing for hours,0.01,0.03,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,87,,,,,,,,,,0.02,1,4.4427,0,1,1,1,1,ride on my skateboard if my electric scooter is not available,Edit with my partner and best friend,0.02,0.03,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,88,,,,,,,,,,0.03,1,3.7981,0,2,2,2,1,Use ChatGPT and enhance my workflow while making me learn something new,Talk to each other about future business ventures and moves for the rest of the day.,0.03,0.03,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,89,,,,,,,,,,0.04,1,3.2451,0,3,3,3,1,Boot up Twitch and watch of my followed channels,Walk around town and beyond for the entire da  talking about anything and eating anything with friends,0.04,0.03,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,90,,,,,,,,,,0.05,1,4.1453,0,4,4,4,1,Play video games by myself,Edit with my partner and best friend,0.05,0.03,8.8,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,2.66,3.34,,0,89,89,89,1,90,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_5.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.3994,NAN,,NAN,2.66,3.34,,0,90,90,90,1,91,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_18.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,3.7996,NAN,,NAN,2.66,3.34,,0,91,91,91,1,92,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_17.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,2.8852,NAN,,NAN,2.66,3.34,,0,92,92,92,1,93,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_11.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.8005,NAN,,NAN,2.66,3.34,,0,93,93,93,1,94,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_9.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,91,,,,,,space,0.7999,space,0.4338,0.01,1,2.9138,0,0,0,0,1,Ride an electric scooter by myself and listening to music,Walk around town and beyond for the entire da  talking about anything and eating anything with friends,0.01,0.04,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,92,,,,,,,,,,0.04,2,2.3211,0,1,1,1,1,Read twitter threads and arguments,Call my friend and talk about nothing for hours,0.02,0.04,8.8,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,93,,,,,,,,,,0.03,1,3.2517,0,2,2,2,1,Ride an electric scooter by myself and listening to music,Joyride with my friends on electric scooters,0.03,0.04,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,94,,,,,,,,,,0.04,2,4.0165,0,3,3,3,1,ride on my skateboard if my electric scooter is not available,Send memes to start a conversation,0.04,0.04,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,95,,,,,,,,,,0.05,1,7.376,0,4,4,4,1,Read twitter threads and arguments,Go to the movies biweekly ,0.05,0.04,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,2.83,3.17,,0,94,94,94,1,95,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_10.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,2.7244,NAN,,NAN,2.83,3.17,,0,95,95,95,1,96,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_19.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,19.883,NAN,,NAN,2.83,3.17,,0,96,96,96,1,97,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_13.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,2.412,NAN,,NAN,2.83,3.17,,0,97,97,97,1,98,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_12.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,2.3145,NAN,,NAN,2.83,3.17,,0,98,98,98,1,99,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_14.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,96,,,,,,space,12.0662,space,11.3562,0.01,1,5.599,0,0,0,0,1,Boot up Twitch and watch of my followed channels,Edit with my partner and best friend,0.01,0.05,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,97,,,,,,,,,,0.05,2,6.4256,0,1,1,1,1,look at art especially manga/anime art,Watch hockey with my friend,0.02,0.05,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,98,,,,,,,,,,0.03,1,5.2477,0,2,2,2,1,Use ChatGPT and enhance my workflow while making me learn something new,Edit with my partner and best friend,0.03,0.05,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,99,,,,,,,,,,0.04,1,7.1558,0,3,3,3,1,Play video games by myself,Play video games with my friends,0.04,0.05,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,100,,,,,,,,,,0.05,1,6.8206,0,4,4,4,1,Read twitter threads and arguments,Watch hockey with my friend,0.05,0.05,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,3,,9,3.01,2.99,,0,99,99,99,1,100,Riley,Acc,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_22.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,space,0.6084,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.6863,