endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,key_resp.rt
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.4438,NAN,,NAN,0.75,5.25,,0,33,33,33,1,34,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_16.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,31,,,,,,space,1.025,space,0.5895,0.01,1,2.7452,0,0,0,0,1,Eating fancier foods,Watching movies at the movie theater,0.01,0.02,8.8,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,1,2.185,0,1,1,1,1,Reading a book,Going to the park with others,0.02,0.02,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.02,2,6.183,0,2,2,2,1,Working on a craft project like chainmail,Playing exploding kittens,0.03,0.02,4.4,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.04,1,7.2771,0,3,3,3,1,Watching movies,Playing Magic the gathering,0.04,0.02,3.3,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.05,1,3.3524,0,4,4,4,1,Working on prolific,Playing exploding kittens,0.05,0.02,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,NAN,,NAN,0.89,5.11,,0,34,34,34,1,35,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_7.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.6975,NAN,,NAN,0.89,5.11,,0,35,35,35,1,36,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_15.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.1835,NAN,,NAN,0.89,5.11,,0,36,36,36,1,37,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_25.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,51.7678,NAN,,NAN,0.89,5.11,,0,37,37,37,1,38,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_20.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,3.663,NAN,,NAN,0.89,5.11,,0,38,38,38,1,39,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_23.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,36,,,,,,space,1.3578,space,0.5799,0.03,2,1.9716,0,0,0,0,1,Play Villainous,Going to pizza places or other mass gathering areas,0.01,0.03,3.3,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.02,1,1.6224,0,1,1,1,1,Eating fancier foods,Going to pizza places or other mass gathering areas,0.02,0.03,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,38,,,,,,,,,,0.03,2,3.9245,0,2,2,2,1,Working on a craft project like chainmail,Going to the park with others,0.03,0.03,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.04,1,1.9037,0,3,3,3,1,Swimming,Playing exploding kittens,0.04,0.03,3.3,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.03,2,4.8944,0,4,4,4,1,Swimming,Playing competitive video games,0.05,0.03,4.4,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,NAN,,NAN,1.04,4.96,,0,39,39,39,1,40,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_10.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.6422,NAN,,NAN,1.04,4.96,,0,40,40,40,1,41,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_9.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.4638,NAN,,NAN,1.04,4.96,,0,41,41,41,1,42,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_17.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.5037,NAN,,NAN,1.04,4.96,,0,42,42,42,1,43,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_5.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.6747,NAN,,NAN,1.04,4.96,,0,43,43,43,1,44,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_11.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,41,,,,,,space,3.449,space,0.8116,0.01,1,1.6465,0,0,0,0,1,Swimming,Playing Baldurs gate board game,0.01,0.04,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.02,1,3.0575,0,1,1,1,1,Working on prolific,Playing Baldurs gate board game,0.02,0.04,3.3,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.03,1,1.2116,0,2,2,2,1,Reading a book,Playing competitive video games,0.03,0.04,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,2,1.3196,0,3,3,3,1,Playing video games,Having parties,0.04,0.04,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.05,1,1.7652,0,4,4,4,1,Working on prolific,Watching movies at the movie theater,0.05,0.04,4.4,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,NAN,,NAN,1.19,4.81,,0,44,44,44,1,45,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_13.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.6935,NAN,,NAN,1.19,4.81,,0,45,45,45,1,46,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_8.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.805,NAN,,NAN,1.19,4.81,,0,46,46,46,1,47,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_14.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.5873,NAN,,NAN,1.19,4.81,,0,47,47,47,1,48,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_3.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.2373,NAN,,NAN,1.19,4.81,,0,48,48,48,1,49,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_12.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,46,,,,,,space,1.2217,space,0.7566,0.05,2,1.1971,0,0,0,0,1,Play Villainous,Playing Magic the gathering,0.01,0.05,8.8,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.02,1,3.6655,0,1,1,1,1,Playing with dogs,Playing competitive video games,0.02,0.05,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.03,1,1.4069,0,2,2,2,1,Working on a craft project like chainmail,Playing DND,0.03,0.05,4.4,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.05,2,2.7512,0,3,3,3,1,Playing video games,Playing competitive video games,0.04,0.05,3.3,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,1,1.7255,0,4,4,4,1,Swimming,Playing DND,0.05,0.05,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,1,,4,1.39,4.61,,0,49,49,49,1,50,Riley,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_19.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,space,8.5095,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,space,2.534,space,0.5203,NAN,,NAN,1.39,4.61,,0,50,50,50,1,51,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_17.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.7772,NAN,,NAN,1.39,4.61,,0,51,51,51,1,52,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_4.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.2256,NAN,,NAN,1.39,4.61,,0,52,52,52,1,53,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_16.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.492,NAN,,NAN,1.39,4.61,,0,53,53,53,1,54,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_11.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,51,,,,,,space,0.3287,space,0.609,0.01,2,0.9616,0,0,0,0,1,Reading a book,Going to pizza places or other mass gathering areas,0.01,0.01,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.02,1,1.2456,0,1,1,1,1,Playing with dogs,Hanging out with friends,0.02,0.01,3.3,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.03,1,2.2719,0,2,2,2,1,Eating fancier foods,Playing DND,0.03,0.01,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.01,2,1.5885,0,3,3,3,1,Play Villainous,Playing Baldurs gate board game,0.04,0.01,4.4,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.05,1,5.8914,0,4,4,4,1,Sleeping,Watching movies at the movie theater,0.05,0.01,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,NAN,,NAN,1.51,4.49,,0,54,54,54,1,55,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_23.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.333,NAN,,NAN,1.51,4.49,,0,55,55,55,1,56,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_12.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.4972,NAN,,NAN,1.51,4.49,,0,56,56,56,1,57,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_5.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.2992,NAN,,NAN,1.51,4.49,,0,57,57,57,1,58,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_22.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.2917,NAN,,NAN,1.51,4.49,,0,58,58,58,1,59,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_24.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,56,,,,,,space,1.185,space,0.5032,0.01,1,2.0975,0,0,0,0,1,Playing with dogs,Playing Magic the gathering,0.01,0.02,8.8,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.02,1,4.646,0,1,1,1,1,Playing with dogs,Going to pizza places or other mass gathering areas,0.02,0.02,4.4,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.03,1,3.4419,0,2,2,2,1,Sleeping,Playing exploding kittens,0.03,0.02,4.4,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,59,,,,,,,,,,0.04,1,7.253,0,3,3,3,1,Sleeping,Playing competitive video games,0.04,0.02,4.4,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,60,,,,,,,,,,0.05,1,4.1014,0,4,4,4,1,Sleeping,Playing DND,0.05,0.02,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,NAN,,NAN,1.66,4.34,,0,59,59,59,1,60,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_6.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.963,NAN,,NAN,1.66,4.34,,0,60,60,60,1,61,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_8.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,2.4068,NAN,,NAN,1.66,4.34,,0,61,61,61,1,62,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_19.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.4322,NAN,,NAN,1.66,4.34,,0,62,62,62,1,63,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_10.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.9412,NAN,,NAN,1.66,4.34,,0,63,63,63,1,64,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_21.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,61,,,,,,space,0.8779,space,0.5635,0.01,1,2.253,0,0,0,0,1,Swimming,Going to the park with others,0.01,0.03,3.3,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,62,,,,,,,,,,0.02,1,2.3636,0,1,1,1,1,Working on prolific,Hanging out with friends,0.02,0.03,3.3,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,63,,,,,,,,,,0.03,1,1.9792,0,2,2,2,1,Reading a book,Having parties,0.03,0.03,3.3,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,64,,,,,,,,,,0.04,1,1.4496,0,3,3,3,1,Sleeping,Going to the park with others,0.04,0.03,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,65,,,,,,,,,,0.03,2,1.0155,0,4,4,4,1,Play Villainous,Playing competitive video games,0.05,0.03,1.1,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,NAN,,NAN,1.79,4.21,,0,64,64,64,1,65,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_9.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,
,,660482648009855d3c92ce84,2024-04-13_09h30.17.105,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,0.9882,NAN,,NAN,1.79,4.21,,0,65,65,65,1,66,Sam,Rej,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_20.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,
