endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.02,1,3.0845,0,1,1,1,1,Read in bed,Go to the movies with my partner,0.02,0.01,3.3,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,28,,,,,,,,,,0.01,2,2.0063,0,2,2,2,1,Travel to Orlando with my family,Take a solo drive when I am overwhelmed,0.03,0.01,3.3,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,29,,,,,,,,,,0.04,1,2.5328,0,3,3,3,1,Cook with my family,Meditate in the early morning,0.04,0.01,4.4,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,30,,,,,,,,,,0.01,2,2.1196,0,4,4,4,1,Watch a comedy show with my kids,Scroll through social media,0.05,0.01,8.8,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,NAN,,NAN,0.86,5.14,,0,29,29,29,1,30,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_7.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,13.027,NAN,,NAN,0.86,5.14,,0,30,30,30,1,31,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_2.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.5048,NAN,,NAN,0.86,5.14,,0,31,31,31,1,32,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_3.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,29.5533,NAN,,NAN,0.86,5.14,,0,32,32,32,1,33,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_23.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.7996,NAN,,NAN,0.86,5.14,,0,33,33,33,1,34,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_8.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,31,,,,,,space,1.8805,space,0.8536,0.02,2,4.1048,0,0,0,0,1,Read in bed,Bake with my partner,0.01,0.02,8.8,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,0,1,1,1,1,Go for a morning jog,Watch a comedy show with my kids,0.02,0.02,1.1,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,0,2,2,2,1,Jog with my kids,Watch comedy shows,0.03,0.02,4.4,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.02,2,3.4565,0,3,3,3,1,Listen to podcasts on my way to work,Jog with my kids,0.04,0.02,3.3,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.05,1,2.3701,0,4,4,4,1,Jog with my kids,Work out,0.05,0.02,1.1,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,NAN,,NAN,0.95,5.05,,0,34,34,34,1,35,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_16.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,0.9003,NAN,,NAN,0.95,5.05,,0,35,35,35,1,36,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_17.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,10.4051,NAN,,NAN,0.95,5.05,,0,36,36,36,1,37,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_11.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,16.5573,NAN,,NAN,0.95,5.05,,0,37,37,37,1,38,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_21.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.2326,NAN,,NAN,0.95,5.05,,0,38,38,38,1,39,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_9.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,36,,,,,,space,24.0329,space,0.6712,0.03,2,1.673,0,0,0,0,1,Go on a road trip with my family,Work out,0.01,0.03,3.3,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.03,2,1.8244,0,1,1,1,1,Meditate in the early morning,Travel to Orlando with my family,0.02,0.03,1.1,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,0,2,2,2,1,Watch instagram reels,Go to the movies with my partner,0.03,0.03,1.1,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.04,1,3.3633,0,3,3,3,1,Watch comedy shows,Watch a comedy show with my kids,0.04,0.03,3.3,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.03,2,2.7147,0,4,4,4,1,Sing with my partner,Watch instagram reels,0.05,0.03,4.4,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,NAN,,NAN,1.08,4.92,,0,39,39,39,1,40,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_22.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,2.0614,NAN,,NAN,1.08,4.92,,0,40,40,40,1,41,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_15.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,6.2981,NAN,,NAN,1.08,4.92,,0,41,41,41,1,42,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_19.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.7692,NAN,,NAN,1.08,4.92,,0,42,42,42,1,43,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_14.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.967,NAN,,NAN,1.08,4.92,,0,43,43,43,1,44,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_20.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,41,,,,,,space,1.9814,space,0.4494,0.01,1,5.6098,0,0,0,0,1,Go on a road trip with my family,Scroll through social media,0.01,0.04,1.1,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.02,1,1.9839,0,1,1,1,1,Cook with my family,Watch comedy shows,0.02,0.04,3.3,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.03,1,2.1447,0,2,2,2,1,Watch instagram reels,Celebrate the new year with my cousin,0.03,0.04,1.1,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,1,4.2351,0,3,3,3,1,Watch comedy shows,Celebrate the new year with my cousin,0.04,0.04,1.1,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.04,2,1.2483,0,4,4,4,1,Travel to Orlando with my family,Watch instagram reels,0.05,0.04,4.4,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,NAN,,NAN,1.22,4.78,,0,44,44,44,1,45,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_12.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,2.202,NAN,,NAN,1.22,4.78,,0,45,45,45,1,46,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_24.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,5.7891,NAN,,NAN,1.22,4.78,,0,46,46,46,1,47,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_4.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.1409,NAN,,NAN,1.22,4.78,,0,47,47,47,1,48,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_5.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.5186,NAN,,NAN,1.22,4.78,,0,48,48,48,1,49,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_10.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,46,,,,,,space,1.9756,space,0.6233,0.01,1,1.0652,0,0,0,0,1,Meditate in the early morning,Go on a road trip with my family,0.01,0.05,8.8,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.02,1,2.1361,0,1,1,1,1,Scroll through social media,Jog with my kids,0.02,0.05,1.1,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.03,1,2.447,0,2,2,2,1,Work out,Watch a comedy show with my kids,0.03,0.05,4.4,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.04,1,1.7819,0,3,3,3,1,Read in bed,Watch a comedy show with my kids,0.04,0.05,3.3,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,2,3.1922,0,4,4,4,1,Bake with my partner,Watch comedy shows,0.05,0.05,1.1,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,4,,6,1.37,4.63,,0,49,49,49,1,50,Riley,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_6.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,space,2.6451
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,space,3.4519,space,2.1159,NAN,,NAN,1.37,4.63,,0,50,50,50,1,51,Charlie,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_8.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.1176,NAN,,NAN,1.37,4.63,,0,51,51,51,1,52,Charlie,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_25.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,6.5004,NAN,,NAN,1.37,4.63,,0,52,52,52,1,53,Charlie,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_15.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,0.7846,NAN,,NAN,1.37,4.63,,0,53,53,53,1,54,Charlie,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_9.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,51,,,,,,space,1.6647,space,1.4996,0.01,1,1.2034,0,0,0,0,1,Listen to podcasts on my way to work,Play basket ball with my friends,0.01,0.01,1.1,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.01,2,0.2827,0,1,1,1,1,Go for a morning jog,Play basket ball with my friends,0.02,0.01,3.3,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.01,2,0.5614,0,2,2,2,1,Work out,Celebrate the new year with my cousin,0.03,0.01,1.1,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.01,2,1.7084,0,3,3,3,1,Bake with my partner,Take a solo drive when I am overwhelmed,0.04,0.01,4.4,0,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.01,2,1.498,0,4,4,4,1,Go for a morning jog,Celebrate the new year with my cousin,0.05,0.01,1.1,1,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,NAN,,NAN,1.42,4.58,,0,54,54,54,1,55,Charlie,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_23.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.2187,NAN,,NAN,1.42,4.58,,0,55,55,55,1,56,Charlie,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_1.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,2.268,NAN,,NAN,1.42,4.58,,0,56,56,56,1,57,Charlie,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_22.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,1.3354,NAN,,NAN,1.42,4.58,,0,57,57,57,1,58,Charlie,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_18.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,space,5.1967,NAN,,NAN,1.42,4.58,,0,58,58,58,1,59,Charlie,Rej,Participant_Images/6700d6aca79c6b2534f6292c/6700d6aca79c6b2534f6292c_Images/6700d6aca79c6b2534f6292c_Image_10.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,
,,6700d6aca79c6b2534f6292c,6685aa9113c938e83b4f1ea0,672ea90a6e308631ecb9f882,2024-11-08_16h21.21.576,WTP_SM_Choice,2022.2.1,Win32,29.94011976,,,,,,,,,,,,,,,,,,56,,,,,,space,1.7333,space,2.714,0.02,2,0.0642,0,0,0,0,1,Cook with my family,Go for a morning jog,0.01,0.02,8.8,0,,
